url,title,property_type_raw,price_php,price_text,price_is_per_sqm,bedrooms,bathrooms,area_sqm,location_text,category,source,scraped_at
https://onepropertee.com/ready-occupancy-3-bedroom-townhouse-sale-cebu-property-7434,Ready For Occupancy 3-bedroom Townhouse For Sale in Cebu City,For Sale New Townhouse,7500000.0,₱ 7.50 million,False,3.0,2.0,84.0,Cebu City,house,onepropertee,2026-06-14T16:40:14
https://onepropertee.com/ready-occupancy-4-bedroom-single-detached-house-sale-cebu-property-5651,Ready for Occupancy 4-bedroom Single Detached House For Sale in Cebu City,For Sale New Single Detached House,18900000.0,₱ 18.9 million,False,4.0,3.0,163.0,Cebu City,house,onepropertee,2026-06-14T16:40:14
https://onepropertee.com/foreclosed-6-bedroom-single-attached-house-sale-cebu-property,Foreclosed 6-bedroom Single Attached House For Sale in Cebu City,For Sale Foreclosed Single Attached House,19800000.0,₱ 19.8 million,False,6.0,4.0,957.0,Cebu City,house,onepropertee,2026-06-14T16:40:14
https://onepropertee.com/construction-3-bedroom-single-detached-house-sale-cebu-property,For Construction 3-bedroom Single Detached House For Sale in Cebu City,For Sale Single Detached House,9360000.0,₱ 9.36 million,False,3.0,3.0,85.0,Cebu City,house,onepropertee,2026-06-14T16:40:14
https://onepropertee.com/sunny-hills-subd-5br-house-700sqm-pool-6-cars-maids-talamban-property,Sunny Hills Subd 5BR House 700sqm Pool 6-cars Maids Talamban,For Sale Pre-Owned Single Detached House,49000000.0,₱ 49.0 million,False,5.0,5.0,700.0,Cebu City,house,onepropertee,2026-06-14T16:40:14
https://onepropertee.com/pre-owned-3-bedroom-single-attached-house-sale-talamban-cebu-cebu-property,Pre-Owned 3-bedroom Single Attached House For Sale in Talamban Cebu City Cebu,For Sale Pre-Owned Single Attached House,8000000.0,₱ 8.00 million,False,3.0,2.0,186.0,Cebu City,house,onepropertee,2026-06-14T16:40:15
https://onepropertee.com/ready-occupancy-3-bedroom-townhouse-sale-cebu-property-1164,Ready For Occupancy 3-bedroom Townhouse For Sale in Cebu City,For Sale New Townhouse,6140000.0,₱ 6.14 million,False,3.0,2.0,103.0,Cebu City,house,onepropertee,2026-06-14T16:40:15
https://onepropertee.com/ready-occupancy-6-bedroom-townhouse-sale-cebu-property-9385,Ready For Occupancy 6-bedroom Townhouse For Sale in Cebu City,For Sale New Townhouse,28000000.0,₱ 28.0 million,False,6.0,5.0,320.0,Cebu City,house,onepropertee,2026-06-14T16:40:15
https://onepropertee.com/ready-occupancy-furnished-4-bedroom-townhouse-sale-cebu-property,Ready for Occupancy Furnished 4-bedroom Townhouse For Sale in Cebu City,For Sale Pre-Owned Townhouse,14200000.0,₱ 14.2 million,False,4.0,3.0,200.0,Cebu City,house,onepropertee,2026-06-14T16:40:15
https://onepropertee.com/pristina-north-subd-6br-house-728sqm-pool-gym-bacayan-property,Pristina North Subd 6BR House 728sqm Pool Gym Bacayan,For Sale Pre-Owned Single Detached House,55000000.0,₱ 55.0 million,False,6.0,6.0,728.0,Cebu City,house,onepropertee,2026-06-14T16:40:15
https://onepropertee.com/ready-occupancy-discounted-4-bedroom-single-detached-house-sale-cebu-property-1925,Ready For Occupancy Discounted 4-bedroom Single Detached House For Sale in Cebu City,For Sale New Single Detached House,15000000.0,₱ 15.0 million,False,4.0,3.0,143.0,Cebu City,house,onepropertee,2026-06-14T16:40:15
https://onepropertee.com/ready-occupancy-2-storey-townhouse-sale-cebu-property-141,Ready For Occupancy 2-Storey Townhouse For Sale in Cebu City,For Sale New Townhouse,6400000.0,₱ 6.40 million,False,2.0,2.0,55.0,Cebu City,house,onepropertee,2026-06-14T16:40:15
https://onepropertee.com/2br-single-attached-house-lot-sale-exclusive-riverfront-cebu-property,2BR Single-Attached House and lot for Sale | Exclusive in Riverfront Cebu City,For Sale New Single Attached House,6400000.0,₱ 6.40 million,False,2.0,2.0,53.0,Cebu City,house,onepropertee,2026-06-14T16:40:15
https://onepropertee.com/ready-occupancy-unfurnished-3-bedroom-townhouse-sale-cebu-property-326,Ready For Occupancy Unfurnished 3-bedroom Townhouse For Sale in Cebu City,For Sale New Townhouse,10000000.0,₱ 10.0 million,False,3.0,2.0,117.0,Cebu City,house,onepropertee,2026-06-14T16:40:15
https://onepropertee.com/ready-occupancy-4-bedroom-single-detached-house-sale-cebu-property-5539,Ready For Occupancy 4-bedroom Single Detached House For Sale in Cebu City,For Sale New Single Detached House,10200000.0,₱ 10.2 million,False,4.0,2.0,92.0,Cebu City,house,onepropertee,2026-06-14T16:40:15
https://onepropertee.com/ready-occupancy-3-bedroom-single-attached-house-sale-cebu-property-1411,Ready For Occupancy 3-bedroom Single Attached House For Sale in Cebu City,For Sale New Single Attached House,7700000.0,₱ 7.70 million,False,3.0,2.0,65.0,Cebu City,house,onepropertee,2026-06-14T16:40:15
https://onepropertee.com/rfo-4-bedroom-single-attached-house-sale-cebu-cebu-property-3922,RFO 4-bedroom Single Attached House For Sale in Cebu City Cebu,For Sale New Single Attached House,6500000.0,₱ 6.50 million,False,4.0,3.0,100.0,Cebu City,house,onepropertee,2026-06-14T16:40:15
https://onepropertee.com/luxury-living-view-property,Luxury Living with a View,For Sale Pre-Owned Single Detached House,22000000.0,₱ 22.0 million,False,5.0,4.0,350.0,Cebu City,house,onepropertee,2026-06-14T16:40:15
https://onepropertee.com/ready-occupancy-3-bedroom-townhouse-rent-own-cebu-property-3945,Ready For Occupancy 3-bedroom Townhouse Rent-to-own in Cebu City,For Sale New Townhouse,7480000.0,₱ 7.48 million,False,3.0,3.0,100.0,Cebu City,house,onepropertee,2026-06-14T16:40:15
https://onepropertee.com/house-pool-cebu-property,House with Pool in Cebu City,For Sale New Single Detached House,17500000.0,₱ 17.5 million,False,4.0,4.0,290.0,Cebu City,house,onepropertee,2026-06-14T16:40:15
https://onepropertee.com/alliance-two-hearts-6br-house-315sqm-4-car-elevated-banawa-property,Alliance of Two Hearts 6BR House 315sqm 4-car Elevated Banawa,For Sale Pre-Owned Single Detached House,18000000.0,₱ 18.0 million,False,6.0,3.0,200.0,Cebu City,house,onepropertee,2026-06-14T16:40:17
https://onepropertee.com/4-bedroom-single-attached-house-sale-cebu-cebu-property,4-bedroom Single Attached House For Sale in Cebu City Cebu,For Sale Single Attached House,10400000.0,₱ 10.4 million,False,4.0,3.0,114.0,Cebu City,house,onepropertee,2026-06-14T16:40:17
https://onepropertee.com/brandnew-house-maria-luisa-banilad-cebu-property,"Brandnew House in Maria Luisa, Banilad Cebu city",For Sale New Single Attached House,65000000.0,₱ 65.0 million,False,4.0,4.0,700.0,Cebu City,house,onepropertee,2026-06-14T16:40:17
https://onepropertee.com/alta-vista-golf-country-club-house-lot-sale-property,Alta Vista Golf & Country Club House & Lot FOR SALE,For Sale Pre-Owned Single Attached House,60000000.0,₱ 60.0 million,False,7.0,6.0,850.0,Cebu City,house,onepropertee,2026-06-14T16:40:17
https://onepropertee.com/brand-new-ready-occupancy-4-bedroom-single-attached-house-sale-property,Brand New Ready For Occupancy 4-bedroom Single Attached House For Sale,For Sale New Single Attached House,14300000.0,₱ 14.3 million,False,4.0,3.0,135.0,Cebu City,house,onepropertee,2026-06-14T16:40:17
https://onepropertee.com/sale-townhouse-pulangbato-cebu-property,"FOR SALE | Townhouse in Pulangbato, Cebu City",For Sale New Townhouse,3600000.0,₱ 3.60 million,False,,,42.0,Cebu City,house,onepropertee,2026-06-14T16:40:17
https://onepropertee.com/ready-occupancy-discounted-2-bedroom-single-attached-house-sale-cebu-property,Ready For Occupancy Discounted 2-bedroom Single Attached House For Sale in Cebu City,For Sale New Single Attached House,5330000.0,₱ 5.33 million,False,2.0,1.0,46.0,Cebu City,house,onepropertee,2026-06-14T16:40:17
https://onepropertee.com/renovated-modern-house-maria-luisa-banilad-cebu-property,"Renovated Modern House in Maria Luisa, Banilad Cebu City",For Sale Pre-Owned Single Detached House,180000000.0,₱ 180 million,False,10.0,10.0,1500.0,Cebu City,house,onepropertee,2026-06-14T16:40:17
https://onepropertee.com/house-lot-guadalupe-property,House and Lot in Guadalupe,For Sale Duplex House,8900000.0,₱ 8.90 million,False,3.0,3.0,99.0,Cebu City,house,onepropertee,2026-06-14T16:40:17
https://onepropertee.com/luxury-hillside-homes-prime-banawa-cebu-location-property,"Luxury Hillside Homes in Prime Banawa, Cebu City Location",For Sale New Single Detached House,36000000.0,₱ 36.0 million,False,3.0,2.0,200.0,Cebu City,house,onepropertee,2026-06-14T16:40:17
https://onepropertee.com/fr-fs-4br-corner-townhouse-270sqm-maids-gaisano-country-mall-banilad-property,FR/FS 4BR Corner Townhouse 270sqm Maids Gaisano Country Mall Banilad,For Sale Pre-Owned Townhouse,19000000.0,₱ 19.0 million,False,4.0,4.0,270.0,Cebu City,house,onepropertee,2026-06-14T16:40:17
https://onepropertee.com/luxury-hillside-villa-infinity-pool-panoramic-views-busay-cebu-property,"Luxury Hillside Villa with Infinity Pool & Panoramic Views  Busay, Cebu City",For Sale Pre-Owned Single Detached House,115000000.0,₱ 115 million,False,4.0,5.0,566.0,Cebu City,house,onepropertee,2026-06-14T16:40:17
https://onepropertee.com/own-3-bedroom-single-attached-house-lot-sale-exclusive-cebu-address-property,Own a 3-Bedroom Single-Attached House and Lot For Sale in an Exclusive Cebu City Address,For Sale New Single Attached House,8270000.0,₱ 8.27 million,False,3.0,3.0,85.0,Cebu City,house,onepropertee,2026-06-14T16:40:17
https://onepropertee.com/stylish-house-banilad-cebu-property,Stylish House in Banilad Cebu,For Sale Pre-Owned Single Detached House,60000000.0,₱ 60.0 million,False,4.0,4.0,459.0,Cebu City,house,onepropertee,2026-06-14T16:40:17
https://onepropertee.com/ready-occupancy-4-bedroom-single-house-sale-cebu-cebu-property,Ready for Occupancy 4-bedroom Single House For Sale in Cebu City Cebu,For Sale Single Detached House,23000000.0,₱ 23.0 million,False,4.0,3.0,110.0,Cebu City,house,onepropertee,2026-06-14T16:40:17
https://onepropertee.com/rent-own-ready-occupancy-4-bedroom-townhouse-sale-lahug-cebu-property,Rent to Own Ready for Occupancy 4-bedroom Townhouse For Sale in Lahug Cebu City,For Sale New Townhouse,14000000.0,₱ 14.0 million,False,4.0,3.0,130.0,Cebu City,house,onepropertee,2026-06-14T16:40:17
https://onepropertee.com/fr-fs-nichols-park-subdivision-4br-house-171sqm-maids-2-car-guadalupe-property,FR/FS Nichols Park Subdivision 4BR House 171sqm Maids 2-car Guadalupe,For Sale Pre-Owned Single Detached House,20000000.0,₱ 20.0 million,False,4.0,3.0,151.0,Cebu City,house,onepropertee,2026-06-14T16:40:17
https://onepropertee.com/spacious-mansion-rooftop-helipad-cebu-property,Spacious Mansion with rooftop Helipad in Cebu City,For Sale Pre-Owned Single Detached House,300000000.0,₱ 300 million,False,7.0,7.0,3400.0,Cebu City,house,onepropertee,2026-06-14T16:40:17
https://onepropertee.com/rfo-4-bedroom-single-attached-house-sale-cebu-cebu-property-1946,RFO 4-bedroom Single Attached House For Sale in Cebu City Cebu,For Sale New Single Attached House,10500000.0,₱ 10.5 million,False,4.0,3.0,111.0,Cebu City,house,onepropertee,2026-06-14T16:40:17
https://onepropertee.com/kite-house-modern-home-21-br-alta-vista-subdivision-pardo-hills-cebu-property,"The Kite House,Modern Home 21-BR at Alta Vista Subdivision, Pardo Hills, Cebu City",For Sale New Single Detached House,300000000.0,₱ 300 million,False,21.0,11.0,3499.0,Cebu City,house,onepropertee,2026-06-14T16:40:17
https://onepropertee.com/overlooking-modern-house-busay-highlands-property,Overlooking Modern House in Busay Highlands,For Sale Pre-Owned Single Detached House,95000000.0,₱ 95.0 million,False,4.0,4.0,600.0,Cebu City,house,onepropertee,2026-06-14T16:40:17
https://onepropertee.com/cebu-house-lot-property-2324,Cebu City House and Lot,For Sale New Townhouse,3510000.0,₱ 3.51 million,False,2.0,1.0,47.0,Cebu City,house,onepropertee,2026-06-14T16:40:17
https://onepropertee.com/maria-luisa-estate-subd-5br-house-1200sqm-elevator-pool-5-car-property,Maria Luisa Estate Subd 5BR House 1200sqm Elevator Pool 5-car,For Sale Pre-Owned Single Detached House,120000000.0,₱ 120 million,False,5.0,5.0,617.0,Cebu City,house,onepropertee,2026-06-14T16:40:18
https://onepropertee.com/house-lot-sale-talamban-cebu-property-1620,HOUSE AND LOT FOR SALE IN TALAMBAN CEBU CITY,For Sale Pre-Owned Single Detached House,12000000.0,₱ 12.0 million,False,3.0,2.0,151.0,Cebu City,house,onepropertee,2026-06-14T16:40:18
https://onepropertee.com/ready-occupancy-furnished-4-bedroom-townhouse-sale-owner-cebu-property,Ready For Occupancy Furnished 4-bedroom Townhouse For Sale By Owner in Cebu City,For Sale New Townhouse,21500000.0,₱ 21.5 million,False,4.0,4.0,183.0,Cebu City,house,onepropertee,2026-06-14T16:40:18
https://onepropertee.com/titled-house-lot-property,Titled House and Lot,For Sale Pre-Owned Single Detached House,10000000.0,₱ 10.0 million,False,5.0,2.0,120.0,Cebu City,house,onepropertee,2026-06-14T16:40:18
https://onepropertee.com/gemsville-subdivision-4br-bungalow-392sqm-2-car-maids-lahug-property,Gemsville Subdivision 4BR Bungalow 392sqm 2-car Maids Lahug,For Sale Pre-Owned Single Detached House,28000000.0,₱ 28.0 million,False,4.0,3.0,195.0,Cebu City,house,onepropertee,2026-06-14T16:40:18
https://onepropertee.com/pre-owned-3-bedroom-single-detached-house-sale-cebu-property-4056,Pre-Owned 3-bedroom Single Detached House For Sale in Cebu City,For Sale Pre-Owned Single Detached House,15000000.0,₱ 15.0 million,False,3.0,2.0,210.0,Cebu City,house,onepropertee,2026-06-14T16:40:18
https://onepropertee.com/ready-occupancy-3-bedroom-single-attached-house-sale-cebu-property-5373,Ready for Occupancy 3-bedroom Single Attached House For Sale in Cebu City,For Sale Pre-Owned Single Attached House,10000000.0,₱ 10.0 million,False,3.0,3.0,150.0,Cebu City,house,onepropertee,2026-06-14T16:40:18
https://onepropertee.com/sunny-hills-subd-4br-house-552sqm-2-car-lanai-gardens-talamban-property,Sunny Hills Subd 4BR House 552sqm 2-Car Lanai Gardens Talamban,For Sale Pre-Owned Single Detached House,26000000.0,₱ 26.0 million,False,4.0,4.0,552.0,Cebu City,house,onepropertee,2026-06-14T16:40:18
https://onepropertee.com/ready-occupancy-3-bedroom-duplex-house-sale-cebu-property,Ready For Occupancy 3-bedroom Duplex House For Sale in Cebu City,For Sale New Duplex House,7000000.0,₱ 7.00 million,False,3.0,2.0,86.0,Cebu City,house,onepropertee,2026-06-14T16:40:18
https://onepropertee.com/ready-occupancy-3-bedroom-townhouse-cebu-property,Ready For Occupancy 3-bedroom Townhouse in Cebu City,For Sale New Townhouse,5500000.0,₱ 5.50 million,False,3.0,2.0,80.0,Cebu City,house,onepropertee,2026-06-14T16:40:18
https://onepropertee.com/fr-fs-pristina-north-residences-3br-townhouse-163sqm-2-car-maids-talamban-property,FR/FS Pristina North Residences 3BR Townhouse 163sqm 2-car Maids Talamban,For Sale Pre-Owned Townhouse,18000000.0,₱ 18.0 million,False,3.0,2.0,163.0,Cebu City,house,onepropertee,2026-06-14T16:40:18
https://onepropertee.com/ready-occupancy-clean-title-3-bedroom-townhouse-sale-cebu-property,Ready for Occupancy CLEAN TITLE 3-Bedroom Townhouse for Sale in Cebu City,For Sale Pre-Owned Townhouse,9800000.0,₱ 9.80 million,False,3.0,2.0,120.0,Cebu City,house,onepropertee,2026-06-14T16:40:18
https://onepropertee.com/preselling-2-storey-3-bedroom-single-attached-house-sale-cebu-property,Preselling 2 Storey 3-bedroom Single Attached House For Sale in Cebu City,For Sale New Single Attached House,5070000.0,₱ 5.07 million,False,3.0,2.0,46.0,Cebu City,house,onepropertee,2026-06-14T16:40:18
https://onepropertee.com/2-storey-house-lot-roof-deck-sale-cebu-property,2 storey House and Lot with roof deck for Sale in Cebu City,For Sale Pre-Owned Single Detached House,16000000.0,₱ 16.0 million,False,5.0,4.0,150.0,Cebu City,house,onepropertee,2026-06-14T16:40:18
https://onepropertee.com/preselling-3-bedroom-single-attached-house-sale-cebu-property-450,Preselling 3-bedroom Single Attached House For Sale in Cebu City,For Sale New Single Attached House,6420000.0,₱ 6.42 million,False,3.0,2.0,66.0,Cebu City,house,onepropertee,2026-06-14T16:40:18
https://onepropertee.com/ready-occupancy-5-bedroom-single-detached-house-sale-cebu-property-3626,Ready for Occupancy 5-bedroom Single Detached House For Sale in Cebu City,For Sale Pre-Owned Single Detached House,32000000.0,₱ 32.0 million,False,5.0,3.0,300.0,Cebu City,house,onepropertee,2026-06-14T16:40:18
https://onepropertee.com/ready-move-6-bedroom-single-detached-house-sale-cebu-property,Ready to Move-in 6-bedroom Single Detached House For Sale in Cebu City,For Sale Single Detached House,45000000.0,₱ 45.0 million,False,6.0,6.0,300.0,Cebu City,house,onepropertee,2026-06-14T16:40:18
https://onepropertee.com/modern-minimalist-single-attached-home-guadalupe-property,Modern Minimalist Single Attached Home at Guadalupe,For Sale Pre-Owned Single Attached House,19500000.0,₱ 19.5 million,False,3.0,2.0,113.0,Cebu City,house,onepropertee,2026-06-14T16:40:18
https://onepropertee.com/ready-occupancy-4-bedroom-single-attached-house-sale-cebu-property,Ready For Occupancy 4-bedroom Single Attached House For Sale in Cebu City,For Sale New Single Attached House,18800000.0,₱ 18.8 million,False,4.0,4.0,238.0,Cebu City,house,onepropertee,2026-06-14T16:40:18
https://onepropertee.com/foreclosed-5-bedroom-single-attached-house-sale-cebu-property-3765,Foreclosed 5-bedroom Single Attached House For Sale in Cebu City,For Sale Foreclosed Single Attached House,9980000.0,₱ 9.98 million,False,5.0,4.0,619.0,Cebu City,house,onepropertee,2026-06-14T16:40:18
https://onepropertee.com/pre-selling-spacious-2-storey-4br-single-detached-house-cebu-property,Pre-Selling Spacious 2 Storey 4BR Single Detached House in Cebu City,For Sale Single Detached House,38700000.0,₱ 38.7 million,False,4.0,3.0,298.0,Cebu City,house,onepropertee,2026-06-14T16:40:18
https://onepropertee.com/semi-furnished-10-bedroom-single-detached-house-sale-cebu-property,Semi Furnished 10-bedroom Single Detached House For Sale in Cebu City,For Sale Single Detached House,220000000.0,₱ 220 million,False,10.0,10.0,1522.0,Cebu City,house,onepropertee,2026-06-14T16:40:18
https://onepropertee.com/new-maria-luisa-estate-park-phase-1-784sqm-6-car-maids-genset-banilad-property,New Maria Luisa Estate Park Phase 1 784sqm 6-car Maids Genset Banilad,For Sale Pre-Owned Single Detached House,130000000.0,₱ 130 million,False,5.0,5.0,500.0,Cebu City,house,onepropertee,2026-06-14T16:40:18
https://onepropertee.com/6br-4-level-townhouse-320sqm-furnished-balcony-jy-cebu-park-lahug-property,6BR 4-level Townhouse 320sqm Furnished Balcony JY Cebu IT Park Lahug,For Sale Pre-Owned Townhouse,14000000.0,₱ 14.0 million,False,6.0,5.0,320.0,Cebu City,house,onepropertee,2026-06-14T16:40:20
https://onepropertee.com/fully-furnished-8-bedroom-house-pool-alta-vista-golf-country-club-cebu-property,"Fully Furnished 8-Bedroom House with Pool in Alta Vista Golf & Country Club, Cebu City",For Sale Pre-Owned Single Detached House,155000000.0,₱ 155 million,False,8.0,8.0,1400.0,Cebu City,house,onepropertee,2026-06-14T16:40:20
https://onepropertee.com/pre-owned-overlooking-5-bedroom-single-detached-house-sale-cebu-property,Pre-Owned Overlooking 5-bedroom Single Detached House For Sale in Cebu City,For Sale Pre-Owned Single Detached House,22000000.0,₱ 22.0 million,False,5.0,4.0,350.0,Cebu City,house,onepropertee,2026-06-14T16:40:20
https://onepropertee.com/metropolis-subd-phase-2-3br-single-attached-184sqm-2-car-talamban-property,All-in! Metropolis Subd Phase 2 3BR Single-Attached 184sqm 2-Car Talamban,For Sale New Single Attached House,13200000.0,₱ 13.2 million,False,3.0,3.0,184.0,Cebu City,house,onepropertee,2026-06-14T16:40:20
https://onepropertee.com/ready-occupancy-4-bedroom-duplex-house-sale-banawa-cebu-property,Ready For Occupancy 4-bedroom Duplex House For Sale in Banawa Cebu City,For Sale New Duplex House,15900000.0,₱ 15.9 million,False,4.0,3.0,230.0,Cebu City,house,onepropertee,2026-06-14T16:40:20
https://onepropertee.com/own-4br-single-detached-house-lot-sale-minglanilla-cebu-exclusive-community-property,Own a 4BR Single-Detached House and Lot For Sale in Minglanilla Cebu Exclusive Community,For Sale New Single Detached House,16900000.0,₱ 16.9 million,False,4.0,3.0,158.0,Minglanilla Cebu,house,onepropertee,2026-06-14T16:40:20
https://onepropertee.com/ready-occupancy-2-bedroom-townhouse-rent-own-argao-cebu-property,Ready For Occupancy 2-bedroom Townhouse Rent-to-own in Argao Cebu,For Sale New Townhouse,7850000.0,₱ 7.85 million,False,2.0,2.0,86.0,Argao Cebu,house,onepropertee,2026-06-14T16:40:20
https://onepropertee.com/ready-occupancy-2-bedroom-townhouse-sale-carcar-cebu-property-9037,Ready For Occupancy 2-bedroom Townhouse For Sale in Carcar Cebu,For Sale New Townhouse,2740000.0,₱ 2.74 million,False,2.0,1.0,63.0,Carcar Cebu,house,onepropertee,2026-06-14T16:40:20
https://onepropertee.com/overlooking-expat-house-pool-500sqm-2-car-sea-views-dalaguete-property,Overlooking Expat House with Pool 500sqm 2-car Sea Views Dalaguete,For Sale Pre-Owned Single Detached House,15000000.0,₱ 15.0 million,False,4.0,2.0,400.0,Dalaguete Cebu,house,onepropertee,2026-06-14T16:40:20
https://onepropertee.com/ready-occupancy-2-bedroom-townhouse-sale-compostela-cebu-property-2433,Ready For Occupancy 2-bedroom Townhouse For Sale in Compostela Cebu,For Sale New Townhouse,5570000.0,₱ 5.57 million,False,2.0,1.0,53.0,Compostela Cebu,house,onepropertee,2026-06-14T16:40:20
https://onepropertee.com/single-attached-property-5693,Single Attached,For Sale Single Attached House,7870000.0,₱ 7.87 million,False,3.0,3.0,83.0,Liloan Cebu,house,onepropertee,2026-06-14T16:40:20
