area_id,place_id,name,types,lat,lon,rating,vicinity,search_type
naga_city_poblacion,ChIJhZIFOkl4qTMR9OWSYVF-Dxg,Asia Pacific Safety,"[""shopping_mall"", ""point_of_interest"", ""establishment""]",10.2063816,123.7563622,4.8,"N, Natalio B. Bacalso South National Highway, Naga",nearby_shopping_mall
naga_city_poblacion,ChIJySEk2uifqTMR36TOo1NZ7y8,Leah Mall,"[""shopping_mall"", ""point_of_interest"", ""establishment""]",10.2081064,123.7582579,3.5,"6Q55+68R, Cebu South Road, Naga",nearby_shopping_mall
naga_city_poblacion,ChIJxRr-YD15qTMRE5HkWsJg2UM,POBLA CENTRAL,"[""shopping_mall"", ""point_of_interest"", ""establishment""]",10.2071325,123.758913,,"central poblacion, Naga",nearby_shopping_mall
naga_city_poblacion,ChIJIfZU2lF4qTMRh6ZuQg5UIj0,NBI Clearance Online,"[""local_government_office"", ""point_of_interest"", ""establishment""]",10.206944,123.759291,2.2,"6Q45+QPF, Naga",nearby_local_government_office
naga_city_poblacion,ChIJ5Tvfr054qTMRQk-KHuV3ujo,Barangay Food Terminal @ Uling Multi Purpose Cooperative,"[""local_government_office"", ""point_of_interest"", ""establishment""]",10.211839,123.758051,5,"Barangay Uling, Naga, 6037, Cebu",nearby_local_government_office
naga_city_poblacion,ChIJB7VBWkx4qTMR6A7ak-QLwS8,Division Of City Schools,"[""local_government_office"", ""point_of_interest"", ""establishment""]",10.210977,123.755014,4.3,"6Q64+92R, Cebu South Road, West Poblacion, Naga",nearby_local_government_office
naga_city_poblacion,ChIJn-WH6E14qTMRBVe9Ybgv4vI,Central Poblacion Barangay Hall,"[""local_government_office"", ""point_of_interest"", ""establishment""]",10.2087469,123.75662,3,"6Q54+FJX, Cebu South Road, Naga",nearby_local_government_office
naga_city_poblacion,ChIJc7p9JU54qTMRxJGlgxTuq10,"City Hall of Naga, Cebu","[""city_hall"", ""local_government_office"", ""point_of_interest"", ""establishment""]",10.2071363,123.7598809,4.6,"6Q45+VX2, Naga",nearby_local_government_office
naga_city_poblacion,ChIJZ6wZcFJ4qTMRa-rvSu2sXHQ,West Poblacion Barangay Hall,"[""local_government_office"", ""point_of_interest"", ""establishment""]",10.2072709,123.75534,4,"6Q44+W44, Cebu South Road, Naga",nearby_local_government_office
naga_city_poblacion,ChIJt0ZUyVF4qTMRBYn7N-ucsnw,NBI Satellite Office,"[""local_government_office"", ""point_of_interest"", ""establishment""]",10.2067705,123.7596283,3.7,"Enan Chiong Activity Center, East Poblacion, Naga",nearby_local_government_office
naga_city_poblacion,ChIJKfVQzlF4qTMRecdYVQrK998,City Disaster Risk Reduction And Management Office,"[""local_government_office"", ""point_of_interest"", ""establishment""]",10.2065903,123.7596589,,"6Q45+JVM, Naga",nearby_local_government_office
naga_city_poblacion,ChIJt0ZUyVF4qTMRnoCXdpjS_xw,Public - Private Mix,"[""local_government_office"", ""health"", ""point_of_interest"", ""establishment""]",10.206408,123.759789,,"Enan Chiong Activity Center, East Poblacion, Naga",nearby_local_government_office
naga_city_poblacion,ChIJKW3N7Ep4qTMR_ejDhbdkIiE,Tangke Barangay Hall,"[""local_government_office"", ""point_of_interest"", ""establishment""]",10.2164723,123.7536444,4.3,"6Q83+HFJ, Aliganga St, Naga",nearby_local_government_office
naga_city_poblacion,ChIJ0R00GgB5qTMReG71VHakFyc,Skating Rink Naga,"[""park"", ""point_of_interest"", ""establishment""]",10.210285,123.7603506,,"6Q56+R37, Naga",nearby_park
naga_city_poblacion,ChIJRRZHOU54qTMR8iGzce0-tLY,City of Naga Plaza,"[""park"", ""point_of_interest"", ""establishment""]",10.2084398,123.7592801,4.6,"6Q55+9PC, Natalio B. Bacalso South National Highway, Naga",nearby_park
naga_city_poblacion,ChIJoQ8FAQB5qTMRI7p2nAuySlA,Naga,"[""park"", ""point_of_interest"", ""establishment""]",10.2076378,123.7582115,,"6Q55+374, Naga",nearby_park
naga_city_poblacion,ChIJX8lM3U14qTMR8LuM5JtT1Fc,Naga City People's Market,"[""establishment"", ""point_of_interest""]",10.2057625,123.7599453,4.1,,text_market
naga_city_poblacion,ChIJ9T4jUSF4qTMREGPqKojpZRo,Tuyan Satellite Public Market,"[""establishment"", ""point_of_interest""]",10.2307279,123.769018,3.6,,text_market
naga_city_poblacion,ChIJkz_zkbCMoTMR0aMaxlVKrOc,Naga City People's Mall,"[""establishment"", ""point_of_interest""]",13.6213658,123.1837662,4.2,,text_market
naga_city_poblacion,ChIJ_ZJCcgB5qTMRNL0q9UOTMKo,Inayagan Public Market,"[""establishment"", ""point_of_interest""]",10.2345874,123.7718385,,,text_market
naga_city_poblacion,ChIJRRZHOU54qTMR8iGzce0-tLY,City of Naga Plaza,"[""establishment"", ""park"", ""point_of_interest""]",10.2084398,123.7592801,4.6,,text_plaza
naga_city_poblacion,ChIJMdjvMk54qTMRUVPGk39W8Ss,Plaza and Playground Maintenance Personnel Office - City of Naga,"[""establishment"", ""point_of_interest""]",10.2080072,123.7600227,3,,text_plaza
naga_city_poblacion,ChIJzW02HSR5qTMRUanh3_T4vOo,City of Naga Plaza Field,"[""establishment"", ""point_of_interest""]",10.2081376,123.7599771,5,,text_plaza
naga_city_poblacion,ChIJX_guNTTeUzIR2zqyb4v3bmg,Poblacion,"[""political"", ""sublocality"", ""sublocality_level_2""]",7.7932955,122.6927228,,,text_poblacion
consolacion,ChIJIyrzr7CiqTMRGBfZFBAgTjg,SM City Consolacion,"[""shopping_mall"", ""point_of_interest"", ""establishment""]",10.3791759,123.9643102,4.3,"Brgy, Lamac, Consolacion",nearby_shopping_mall
consolacion,ChIJo73vcXmjqTMROpPXuqkRmR8,Enjoy Shopping Center,"[""shopping_mall"", ""point_of_interest"", ""establishment""]",10.3781009,123.9634325,4.2,"9XH7+69V, Cebu North Road, Consolacion",nearby_shopping_mall
consolacion,ChIJWWn946SiqTMRJ7cPpHVWXJw,Consolacion Public Market,"[""shopping_mall"", ""point_of_interest"", ""establishment""]",10.3752778,123.9608333,4,"V & G st, Consolacion",nearby_shopping_mall
consolacion,ChIJZZI80lyjqTMR1nlAEbuXH6o,Creatures of sonaria,"[""shopping_mall"", ""point_of_interest"", ""establishment""]",10.378725,123.9640306,5,Consolacion,nearby_shopping_mall
consolacion,ChIJkyY3yzKjqTMR0K5TknTInOI,REBECCA,"[""shopping_mall"", ""point_of_interest"", ""establishment""]",10.378725,123.9640306,,"CONSOLACION PUBLIC MARKET, CANSAGA, Consolacion",nearby_shopping_mall
consolacion,ChIJ_bA9nrejqTMRaKDdWOHcDlY,Pretty in Prelove by Zelly,"[""shopping_mall"", ""point_of_interest"", ""establishment""]",10.3769616,123.9617992,,"9XG6+QPV, Cansaga Bridge, Consolacion",nearby_shopping_mall
consolacion,ChIJI5G9VwCjqTMRoBe1CKpOF7o,Grandiz Department Store,"[""shopping_mall"", ""point_of_interest"", ""establishment""]",10.3793721,123.9656925,5,"9XH8+R75, Central Nautical Highway, Consolacion",nearby_shopping_mall
consolacion,ChIJFdDQ0LqiqTMRujrCHQWhnhA,Jastine Rice And Corn,"[""shopping_mall"", ""point_of_interest"", ""establishment""]",10.3770219,123.9614103,,"9XG6+RH3, Cebu North Road, Consolacion",nearby_shopping_mall
consolacion,ChIJQxFh2LqiqTMR4-LWh1LoXXY,Yohandre Korean Surplus,"[""shopping_mall"", ""point_of_interest"", ""establishment""]",10.3770751,123.9612951,4.5,"District 5 Cansaga Consolacion Beside Honda Motor Parts, Consolacion",nearby_shopping_mall
consolacion,ChIJsXTr8qSiqTMR6oWIeVHVldg,CityMall Consolacion,"[""shopping_mall"", ""point_of_interest"", ""establishment""]",10.3749199,123.9600793,4.1,"Sta. Lucia Town Square, V&G Drive, Consolacion",nearby_shopping_mall
consolacion,ChIJx3auorCiqTMRsKmiz7fmvnQ,Save and Earn,"[""shopping_mall"", ""point_of_interest"", ""establishment""]",10.379765,123.964527,3.8,"2nd Floor, SM Consolacion, National Highway, Consolacion",nearby_shopping_mall
consolacion,ChIJgzpDztujqTMRqkAS4OZSa5U,Surveying,"[""local_government_office"", ""point_of_interest"", ""establishment""]",10.3699993,123.9652468,,"Nangka, Consolacion, Cebu, Larena",nearby_local_government_office
consolacion,ChIJLwn_JS2jqTMROTlU6ODUESE,Aqua Manpower Services,"[""local_government_office"", ""point_of_interest"", ""establishment""]",10.3733965,123.9617053,,"V&G Subdivision, Consolacion",nearby_local_government_office
consolacion,ChIJYSd-cQCjqTMRiC_XwIPhQTo,RAYS SURVEYING SERVICES,"[""local_government_office"", ""point_of_interest"", ""establishment""]",10.3725612,123.9740929,,"Lawis, Jugan, Consolacion",nearby_local_government_office
consolacion,ChIJaZ61DQCjqTMRQkz2YP8ukEI,sm consolacion,"[""park"", ""point_of_interest"", ""establishment""]",10.3795485,123.9644785,,"Sitio Batung, Consolacion",nearby_park
consolacion,ChIJOSVHIKWiqTMRMQEqDmg7sVQ,Public Market,"[""premise"", ""street_address""]",10.3753443,123.9611964,,,text_market
consolacion,ChIJsXTr8qSiqTMR6oWIeVHVldg,CityMall Consolacion,"[""establishment"", ""point_of_interest"", ""shopping_mall""]",10.3749199,123.9600793,4.1,,text_plaza
consolacion,ChIJF024EyG9qTMRidHMXhaGXIE,Poblacion,"[""political"", ""sublocality"", ""sublocality_level_2""]",10.4045572,123.9889356,,,text_poblacion
liloan,ChIJz93oMDu9qTMRA4Wj_fIv29c,GTSSR Commercial Building,"[""shopping_mall"", ""point_of_interest"", ""establishment""]",10.4012687,123.992889,5,"Brgy, Bahak, Cebu North Road, Poblacion, Liloan",nearby_shopping_mall
liloan,ChIJsQ5mRNGZqTMRY_RzQ4abFcQ,Manila Memorial Park Cebu,"[""park"", ""point_of_interest"", ""establishment""]",10.4033868,123.9938799,4.6,"357 Cebu North Road, Liloan",nearby_park
liloan,ChIJ8ayHadi8qTMRafIbjnZmwfo,St. Anthony Memorial Park,"[""cemetery"", ""park"", ""point_of_interest"", ""establishment""]",10.4032741,123.9879031,5,"6002 Bajac Road, Bajac, Liloan",nearby_park
liloan,ChIJrRCNlb-8qTMRXxnwozwS5_Y,New Liloan Public Market,"[""establishment"", ""point_of_interest""]",10.4218996,123.995996,4.1,,text_market
liloan,ChIJq6pq20S9qTMR2U7RPQiYG6s,Capulay Market,"[""establishment"", ""point_of_interest""]",10.3739576,123.9895452,4.2,,text_market
liloan,ChIJc1gUsyuXqTMRRofQxpkCJ6c,Tayud Public Market,"[""establishment"", ""point_of_interest""]",10.361283,123.9811347,4.1,,text_market
liloan,ChIJqatVD30jBzMRPEjcCEOiNiY,Liloan Public Market,"[""establishment"", ""point_of_interest""]",10.1554173,125.1202867,4.1,,text_market
liloan,ChIJpdAni-e8qTMRsdQZxY4C1n8,Suerte Motoplaza,"[""establishment"", ""point_of_interest"", ""store""]",10.4095846,123.9974515,1.4,,text_plaza
liloan,ChIJhXY0CUm9qTMRO9Q20jNlD1Y,Bay Mall Liloan,"[""establishment"", ""point_of_interest"", ""shopping_mall""]",10.4029684,123.9996096,4.5,,text_plaza
liloan,ChIJEY-U-A29qTMRSq8BsrgiBsI,Liloan Port,"[""establishment"", ""point_of_interest""]",10.4000065,124.0018735,4.2,,text_plaza
liloan,ChIJE0Hv1x-9qTMReNS0TK28CVA,Gaisano Grand Mall Liloan,"[""establishment"", ""point_of_interest"", ""shopping_mall""]",10.4006963,123.9996661,3.9,,text_plaza
liloan,ChIJrRCNlb-8qTMRXxnwozwS5_Y,New Liloan Public Market,"[""establishment"", ""point_of_interest""]",10.4218996,123.995996,4.1,,text_plaza
liloan,ChIJ98kXm2-9qTMRbMgNnlQ8In8,Liloan boulevard,"[""establishment"", ""park"", ""point_of_interest""]",10.4013571,124.0017062,1,,text_plaza
liloan,ChIJv6qBTku9qTMRQMsJdd7Tg7Y,Pier88,"[""establishment"", ""point_of_interest""]",10.4002421,124.0016625,4.3,,text_plaza
liloan,ChIJ-YSOJei8qTMRbYA8yQoh90w,Titay's,"[""establishment"", ""food"", ""point_of_interest"", ""restaurant""]",10.4040658,123.9988183,4.5,,text_plaza
liloan,ChIJcSGwuR-9qTMRkLEHc1aGBd0,Liloan Municipal Hall,"[""establishment"", ""point_of_interest""]",10.3996021,123.999612,4,,text_plaza
liloan,ChIJ8XgxVrG9qTMRwAZnSBreFzw,Jollibee Liloan,"[""establishment"", ""food"", ""meal_takeaway"", ""point_of_interest"", ""restaurant""]",10.4020095,123.9998425,4.4,,text_plaza
liloan,ChIJq6pq20S9qTMR2U7RPQiYG6s,Capulay Market,"[""establishment"", ""point_of_interest""]",10.3739576,123.9895452,4.2,,text_plaza
liloan,ChIJWSmPLAC9qTMRYV67TLR5vj0,"Robinsons Supermarket Bay Mall, Liloan","[""establishment"", ""food"", ""grocery_or_supermarket"", ""point_of_interest"", ""store"", ""supermarket""]",10.4030434,123.999628,4.9,,text_plaza
liloan,ChIJeda-HES9qTMRxFUgS3yDCCc,A Little Tea - Gaisano Liloan,"[""establishment"", ""point_of_interest""]",10.4006237,123.9993965,4.5,,text_plaza
liloan,ChIJwylUgjW9qTMRzZA9IMp5vPY,Handyman Do it Best Grand Mall Liloan,"[""establishment"", ""hardware_store"", ""point_of_interest"", ""store""]",10.4008329,123.9994696,4.4,,text_plaza
liloan,ChIJIyrzr7CiqTMRGBfZFBAgTjg,SM City Consolacion,"[""establishment"", ""point_of_interest"", ""shopping_mall""]",10.3791759,123.9643102,4.3,,text_plaza
liloan,ChIJmbvB_-m8qTMRlsBKWcnblBk,Seafront Beach,"[""establishment"", ""natural_feature""]",10.4155278,123.9973674,2.7,,text_plaza
liloan,ChIJnY87NgK9qTMR9lz8CG3ynFA,Turks - Gaisano Grand Mall Liloan,"[""establishment"", ""food"", ""point_of_interest"", ""restaurant""]",10.4007497,123.9996235,2.3,,text_plaza
liloan,ChIJOX-ekNaXqTMRsM6dhG4SiqU,E-Plaza Building,"[""establishment"", ""point_of_interest""]",10.3600673,123.9803766,4.6,,text_plaza
liloan,ChIJE0Hv1x-9qTMRpALOKfP58fw,WATSONS GAISANO GRAND MALL LILOAN,"[""establishment"", ""point_of_interest"", ""store""]",10.4008164,123.999739,4.4,,text_plaza
liloan,ChIJwWcyKP-9qTMR3kwK89YO7VQ,GGM Arcade,"[""establishment"", ""point_of_interest""]",10.3883656,123.9799967,4.1,,text_plaza
liloan,ChIJF024EyG9qTMRidHMXhaGXIE,Poblacion,"[""political"", ""sublocality"", ""sublocality_level_2""]",10.4045572,123.9889356,,,text_poblacion
danao_city,ChIJJ1uxEoSwqTMRz4Qqc7cbv-E,CityMall Danao,"[""shopping_mall"", ""point_of_interest"", ""establishment""]",10.5188396,124.0265183,4.2,"F. Ralota Street, Danao",nearby_shopping_mall
danao_city,ChIJ7aTANSexqTMRqO176to7rT8,Go Dacuycuy,"[""shopping_mall"", ""point_of_interest"", ""establishment""]",10.5208119,124.0254381,,"G2CG+85G, Rizal Street, Danao",nearby_shopping_mall
danao_city,ChIJqz5vfB2xqTMR5SEbuAcvDdQ,Novo,"[""shopping_mall"", ""point_of_interest"", ""establishment""]",10.5212456,124.0257465,4.3,"G2CG+F7X, Rizal Street, Danao",nearby_shopping_mall
danao_city,ChIJS46-cY-xqTMRZxurkEBv6cM,ExPrints Gen. Merch. Main Branch,"[""shopping_mall"", ""point_of_interest"", ""establishment""]",10.5217146,124.0261791,5,"G2CG+MFM, Danao",nearby_shopping_mall
danao_city,ChIJERyTeoGwqTMRPimAAY7DKAA,Gaisano Capital - Shopper's Outlet,"[""shopping_mall"", ""point_of_interest"", ""establishment""]",10.5191721,124.0257741,3.2,"G29G+M86, Olivar Sr., Danao",nearby_shopping_mall
danao_city,ChIJ-aHaMQCxqTMRIaaFDiuEu0Q,Gaisano Danao,"[""shopping_mall"", ""point_of_interest"", ""establishment""]",10.5191129,124.026284,1,"G29G+MFF, Danao",nearby_shopping_mall
danao_city,ChIJyQ_B48yxqTMRoQv5jmAgXYk,SSS Danao Branch,"[""local_government_office"", ""point_of_interest"", ""establishment""]",10.5186409,124.0264905,1.8,"G29G+FJ9, Danao",nearby_local_government_office
danao_city,ChIJ9-X8RZyxqTMRzJjfclqicMU,Espina Ramoneda Law Office,"[""local_government_office"", ""point_of_interest"", ""establishment""]",10.5193257,124.0270035,,"G29G+PRJ, F. Ralota Street, Danao",nearby_local_government_office
danao_city,ChIJuWEaAoewqTMRIpHx2H3KiEU,Sanctuary Memorial Park,"[""park"", ""point_of_interest"", ""establishment""]",10.5208981,124.0223135,4,"G2CC+9W4, Danao",nearby_park
danao_city,ChIJVb8RPQCzqTMRbbAi9urv1s0,Heramiz Beach Park,"[""park"", ""point_of_interest"", ""establishment""]",10.5269906,124.0229392,4,"J2GG+MPW, Central Nautical Highway, Catmon",nearby_park
danao_city,ChIJqwd0CPaxqTMRuliI_vVqxL0,MIRO's Tambayan,"[""park"", ""point_of_interest"", ""establishment""]",10.5180807,124.0204984,,"Sto. Tomas Village, Tuburan Sur, Danao",nearby_park
danao_city,ChIJMyE5RACxqTMRlF1-VCPk5HE,Danao City Flagpole,"[""park"", ""point_of_interest"", ""establishment""]",10.5198909,124.0271771,,"G29G+XV3, Danao",nearby_park
danao_city,ChIJyZcX6IOwqTMRlU0t3aZMNh0,Danao City Public Market,"[""establishment"", ""point_of_interest""]",10.5173121,124.0260243,3.8,,text_market
danao_city,ChIJ2XwyDW2xqTMRZP0GnU7uBa4,Danao Plaza Food Park,"[""establishment"", ""food"", ""point_of_interest""]",10.5198097,124.0282819,4.2,,text_plaza
danao_city,ChIJJ1uxEoSwqTMRz4Qqc7cbv-E,CityMall Danao,"[""establishment"", ""point_of_interest"", ""shopping_mall""]",10.5188396,124.0265183,4.2,,text_plaza
danao_city,ChIJCSHzPIWwqTMR2d725_UV0fU,Sands Gateway Mall,"[""establishment"", ""point_of_interest"", ""shopping_mall""]",10.5211678,124.0297453,4.3,,text_plaza
danao_city,ChIJbRBf12mxqTMRpKQl3fgx1dg,Imperial Appliance Plaza Danao,"[""electronics_store"", ""establishment"", ""point_of_interest"", ""store""]",10.5238064,124.0258673,3.6,,text_plaza
danao_city,ChIJ99iw8YSwqTMR3Zzu6r7DkCw,The Plaza Rizal,"[""establishment"", ""park"", ""point_of_interest""]",10.5196977,124.0285233,4.1,,text_plaza
danao_city,ChIJ4Vbqb4GwqTMRrhPfC7xbvvU,Prince Town Danao,"[""establishment"", ""food"", ""grocery_or_supermarket"", ""point_of_interest"", ""store"", ""supermarket""]",10.5160939,124.024844,4.1,,text_plaza
danao_city,ChIJqz5vfB2xqTMR5SEbuAcvDdQ,Novo,"[""establishment"", ""point_of_interest"", ""shopping_mall""]",10.5212456,124.0257465,4.3,,text_plaza
danao_city,ChIJQcCixSixqTMRyl2LDtW5s0M,Plaza Beatriz,"[""establishment"", ""park"", ""point_of_interest""]",10.5208897,124.0291204,5,,text_plaza
danao_city,ChIJ-aHaMQCxqTMRIaaFDiuEu0Q,Gaisano Danao,"[""establishment"", ""point_of_interest"", ""shopping_mall""]",10.5191129,124.026284,1,,text_plaza
danao_city,ChIJp1tWb0OvqTMRS1KtNsFaDcw,Danao City Fountain,"[""establishment"", ""park"", ""point_of_interest""]",10.5209125,124.0291094,,,text_plaza
