Province,City,Barangay,Street_Subdivision,Vicinity,Classification,Zonal_Value,DO_No,Effectivity_Date,Source
UNKNOWN,UNKNOWN,UNKNOWN,CEBU CITY FOR INTERNAL REVENUE TAX PURPOSES,nan,nan,,UNKNOWN,UNKNOWN,RDO No. 81 - Cebu City North.xlsx [Sheet 6 (DO 054-2023)]
UNKNOWN,UNKNOWN,UNKNOWN,TO         :       All Internal Revenue Officers and Others Concerned,nan,nan,,UNKNOWN,UNKNOWN,RDO No. 81 - Cebu City North.xlsx [Sheet 6 (DO 054-2023)]
UNKNOWN,UNKNOWN,UNKNOWN,TO         :       All Internal Revenue Officers and Others Concerned,nan,nan,,UNKNOWN,UNKNOWN,RDO No. 81 - Cebu City North.xlsx [Sheet 6 (DO 054-2023)]
UNKNOWN,UNKNOWN,UNKNOWN,"Under Section   4  of  Republic  Act No.  10963, otherwise   known  as   the  ""Tax Reform for Acceleration",nan,nan,,UNKNOWN,UNKNOWN,RDO No. 81 - Cebu City North.xlsx [Sheet 6 (DO 054-2023)]
UNKNOWN,UNKNOWN,UNKNOWN,"and   Inclusion  (TRAIN)""  Law,   amending   Section 6 (E) of   National   Internal  Revenue  Code  (NIRC) of 1997, the",nan,nan,,UNKNOWN,UNKNOWN,RDO No. 81 - Cebu City North.xlsx [Sheet 6 (DO 054-2023)]
UNKNOWN,UNKNOWN,UNKNOWN,Commissioner is hereby  authorized  to  divide  the Philippines into different zones or areas and shall determine,nan,nan,,UNKNOWN,UNKNOWN,RDO No. 81 - Cebu City North.xlsx [Sheet 6 (DO 054-2023)]
UNKNOWN,UNKNOWN,UNKNOWN,"the  fair  market  value  of  real  properties  located  in  each  zone or areas, subject to automatic adjustment once",nan,nan,,UNKNOWN,UNKNOWN,RDO No. 81 - Cebu City North.xlsx [Sheet 6 (DO 054-2023)]
UNKNOWN,UNKNOWN,UNKNOWN,"areas, subject to automatic adjustment once every three (3) years.",nan,nan,,UNKNOWN,UNKNOWN,RDO No. 81 - Cebu City North.xlsx [Sheet 6 (DO 054-2023)]
UNKNOWN,UNKNOWN,UNKNOWN,"areas, subject to automatic adjustment once every three (3) years.",nan,nan,,UNKNOWN,UNKNOWN,RDO No. 81 - Cebu City North.xlsx [Sheet 6 (DO 054-2023)]
UNKNOWN,UNKNOWN,UNKNOWN,"By     virtue    of    said   authority   and   after   the   conduct   of  public  hearing  on   June 22, 2023,    the",nan,nan,,UNKNOWN,UNKNOWN,RDO No. 81 - Cebu City North.xlsx [Sheet 6 (DO 054-2023)]
UNKNOWN,UNKNOWN,UNKNOWN,Commissioner  of  Internal  Revenue  has  determined   the zonal  values of real properties under the jurisdiction,nan,nan,,UNKNOWN,UNKNOWN,RDO No. 81 - Cebu City North.xlsx [Sheet 6 (DO 054-2023)]
UNKNOWN,UNKNOWN,UNKNOWN,"of Revenue District Office No. 81 - Cebu City North, Revenue Region No. 13 - Cebu City.",nan,nan,,UNKNOWN,UNKNOWN,RDO No. 81 - Cebu City North.xlsx [Sheet 6 (DO 054-2023)]
UNKNOWN,UNKNOWN,UNKNOWN,"of Revenue District Office No. 81 - Cebu City North, Revenue Region No. 13 - Cebu City.",nan,nan,,UNKNOWN,UNKNOWN,RDO No. 81 - Cebu City North.xlsx [Sheet 6 (DO 054-2023)]
UNKNOWN,UNKNOWN,UNKNOWN,This Order is therefore issued to implement the revised schedule of zonal values of real properties for,nan,nan,,UNKNOWN,UNKNOWN,RDO No. 81 - Cebu City North.xlsx [Sheet 6 (DO 054-2023)]
UNKNOWN,UNKNOWN,UNKNOWN,purposes  of  computation  of  any  internal  revenue  tax  due  on  sale/transfer  or  any  other  disposition of real,nan,nan,,UNKNOWN,UNKNOWN,RDO No. 81 - Cebu City North.xlsx [Sheet 6 (DO 054-2023)]
UNKNOWN,UNKNOWN,UNKNOWN,properties. The   zonal  values  established  herein  shall  apply  provided   the same  is   higher  than  (1)  the  fair,nan,nan,,UNKNOWN,UNKNOWN,RDO No. 81 - Cebu City North.xlsx [Sheet 6 (DO 054-2023)]
UNKNOWN,UNKNOWN,UNKNOWN,market    value   as  shown  in  the  schedule  of  values  of  the   City   Assessor   and   (2)  the  gross  selling  price/,nan,nan,,UNKNOWN,UNKNOWN,RDO No. 81 - Cebu City North.xlsx [Sheet 6 (DO 054-2023)]
UNKNOWN,UNKNOWN,UNKNOWN,consideration as shown in the duly notarized document of sale or transfer of real property.,nan,nan,,UNKNOWN,UNKNOWN,RDO No. 81 - Cebu City North.xlsx [Sheet 6 (DO 054-2023)]
UNKNOWN,UNKNOWN,UNKNOWN,consideration as shown in the duly notarized document of sale or transfer of real property.,nan,nan,,UNKNOWN,UNKNOWN,RDO No. 81 - Cebu City North.xlsx [Sheet 6 (DO 054-2023)]
UNKNOWN,UNKNOWN,UNKNOWN,This Order shall take effect immediately.,nan,nan,,UNKNOWN,UNKNOWN,RDO No. 81 - Cebu City North.xlsx [Sheet 6 (DO 054-2023)]
UNKNOWN,UNKNOWN,UNKNOWN,This Order shall take effect immediately.,nan,nan,,UNKNOWN,UNKNOWN,RDO No. 81 - Cebu City North.xlsx [Sheet 6 (DO 054-2023)]
UNKNOWN,UNKNOWN,UNKNOWN,This Order shall take effect immediately.,nan,nan,,UNKNOWN,UNKNOWN,RDO No. 81 - Cebu City North.xlsx [Sheet 6 (DO 054-2023)]
UNKNOWN,UNKNOWN,UNKNOWN,This Order shall take effect immediately.,(original signed),nan,,UNKNOWN,UNKNOWN,RDO No. 81 - Cebu City North.xlsx [Sheet 6 (DO 054-2023)]
UNKNOWN,UNKNOWN,UNKNOWN,This Order shall take effect immediately.,BENJAMIN E. DIOKNO,nan,,UNKNOWN,UNKNOWN,RDO No. 81 - Cebu City North.xlsx [Sheet 6 (DO 054-2023)]
UNKNOWN,UNKNOWN,UNKNOWN,This Order shall take effect immediately.,Secretary of Finance,nan,,UNKNOWN,UNKNOWN,RDO No. 81 - Cebu City North.xlsx [Sheet 6 (DO 054-2023)]
UNKNOWN,UNKNOWN,UNKNOWN,This Order shall take effect immediately.,Secretary of Finance,nan,,UNKNOWN,UNKNOWN,RDO No. 81 - Cebu City North.xlsx [Sheet 6 (DO 054-2023)]
UNKNOWN,UNKNOWN,UNKNOWN,This Order shall take effect immediately.,Secretary of Finance,nan,,UNKNOWN,UNKNOWN,RDO No. 81 - Cebu City North.xlsx [Sheet 6 (DO 054-2023)]
UNKNOWN,UNKNOWN,UNKNOWN,RECOMMENDED BY:,Secretary of Finance,nan,,UNKNOWN,UNKNOWN,RDO No. 81 - Cebu City North.xlsx [Sheet 6 (DO 054-2023)]
UNKNOWN,UNKNOWN,UNKNOWN,RECOMMENDED BY:,Secretary of Finance,nan,,UNKNOWN,UNKNOWN,RDO No. 81 - Cebu City North.xlsx [Sheet 6 (DO 054-2023)]
UNKNOWN,UNKNOWN,UNKNOWN,RECOMMENDED BY:,Secretary of Finance,nan,,UNKNOWN,UNKNOWN,RDO No. 81 - Cebu City North.xlsx [Sheet 6 (DO 054-2023)]
UNKNOWN,UNKNOWN,UNKNOWN,(original signed),Secretary of Finance,nan,,UNKNOWN,UNKNOWN,RDO No. 81 - Cebu City North.xlsx [Sheet 6 (DO 054-2023)]
UNKNOWN,UNKNOWN,UNKNOWN,"ROMEO D. LUMAGUI, JR.",Secretary of Finance,nan,,UNKNOWN,UNKNOWN,RDO No. 81 - Cebu City North.xlsx [Sheet 6 (DO 054-2023)]
UNKNOWN,UNKNOWN,UNKNOWN,Commissioner of Internal Revenue,Secretary of Finance,nan,,UNKNOWN,UNKNOWN,RDO No. 81 - Cebu City North.xlsx [Sheet 6 (DO 054-2023)]
UNKNOWN,UNKNOWN,UNKNOWN,Commissioner of Internal Revenue,Secretary of Finance,nan,,UNKNOWN,UNKNOWN,RDO No. 81 - Cebu City North.xlsx [Sheet 6 (DO 054-2023)]
UNKNOWN,UNKNOWN,UNKNOWN,Commissioner of Internal Revenue,Secretary of Finance,nan,,UNKNOWN,UNKNOWN,RDO No. 81 - Cebu City North.xlsx [Sheet 6 (DO 054-2023)]
UNKNOWN,UNKNOWN,UNKNOWN,RESIDENTIAL,LAND/CONDOMINIUM  PRINCIPALLY DEVOTED TO HABITATION.,nan,,UNKNOWN,UNKNOWN,RDO No. 81 - Cebu City North.xlsx [Sheet 6 (DO 054-2023)]
UNKNOWN,UNKNOWN,UNKNOWN,COMMERCIAL,LAND DEVOTED PRINCIPALLY TO COMMMERCIAL,nan,,UNKNOWN,UNKNOWN,RDO No. 81 - Cebu City North.xlsx [Sheet 6 (DO 054-2023)]
UNKNOWN,UNKNOWN,UNKNOWN,COMMERCIAL,PURPOSES AND GENERALLY FOR THE OBJECT OF PROFIT.,nan,,UNKNOWN,UNKNOWN,RDO No. 81 - Cebu City North.xlsx [Sheet 6 (DO 054-2023)]
UNKNOWN,UNKNOWN,UNKNOWN,INDUSTRIAL,DEVOTED PRINCIPALLY TO INDUSTRY AS CAPITAL.,nan,,UNKNOWN,UNKNOWN,RDO No. 81 - Cebu City North.xlsx [Sheet 6 (DO 054-2023)]
UNKNOWN,UNKNOWN,UNKNOWN,AGRICULTURAL,"DEVOTED PRINCIPALLY TO RAISING OF CROP SUCH AS RICE,",nan,,UNKNOWN,UNKNOWN,RDO No. 81 - Cebu City North.xlsx [Sheet 6 (DO 054-2023)]
UNKNOWN,UNKNOWN,UNKNOWN,AGRICULTURAL,"CORN, SUGARCANE, TOBACCO, ETC. OR TO PASTURING,",nan,,UNKNOWN,UNKNOWN,RDO No. 81 - Cebu City North.xlsx [Sheet 6 (DO 054-2023)]
UNKNOWN,UNKNOWN,UNKNOWN,AGRICULTURAL,"INLAND FISHING, SALT-MAKING, AND OTHER AGRICULTURAL",nan,,UNKNOWN,UNKNOWN,RDO No. 81 - Cebu City North.xlsx [Sheet 6 (DO 054-2023)]
UNKNOWN,UNKNOWN,UNKNOWN,AGRICULTURAL,USES INCLUDING TIMBERLAND AND FOREST LAND.,nan,,UNKNOWN,UNKNOWN,RDO No. 81 - Cebu City North.xlsx [Sheet 6 (DO 054-2023)]
UNKNOWN,UNKNOWN,UNKNOWN,GENERAL PURPOSE,"RAWLAND, UNDEVELOPED AND UNDERDEVELOPED AREA",nan,,UNKNOWN,UNKNOWN,RDO No. 81 - Cebu City North.xlsx [Sheet 6 (DO 054-2023)]
UNKNOWN,UNKNOWN,UNKNOWN,GENERAL PURPOSE,WHICH HAS POTENTIAL FOR DEVELOPMENT INTO,nan,,UNKNOWN,UNKNOWN,RDO No. 81 - Cebu City North.xlsx [Sheet 6 (DO 054-2023)]
UNKNOWN,UNKNOWN,UNKNOWN,GENERAL PURPOSE,"RESIDENTIAL, COMMERCIAL, INDUSTRIAL, INSTITUTIONAL,",nan,,UNKNOWN,UNKNOWN,RDO No. 81 - Cebu City North.xlsx [Sheet 6 (DO 054-2023)]
UNKNOWN,UNKNOWN,UNKNOWN,GENERAL PURPOSE,"ETC. MUST NOT BE LESS THAN 5,000 SQUARE METERS.",nan,,UNKNOWN,UNKNOWN,RDO No. 81 - Cebu City North.xlsx [Sheet 6 (DO 054-2023)]
UNKNOWN,UNKNOWN,UNKNOWN,VICINITY,"MEANS AN AREA, LOCALITY, NEIGHBORHOOD OR DISTRICT",nan,,UNKNOWN,UNKNOWN,RDO No. 81 - Cebu City North.xlsx [Sheet 6 (DO 054-2023)]
UNKNOWN,UNKNOWN,UNKNOWN,VICINITY,"ABOUT, NEAR, ADJACENT PROXIMATE OR CONTIGUOUS TO A",nan,,UNKNOWN,UNKNOWN,RDO No. 81 - Cebu City North.xlsx [Sheet 6 (DO 054-2023)]
UNKNOWN,UNKNOWN,UNKNOWN,VICINITY,STREET BEING LOCATED.,nan,,UNKNOWN,UNKNOWN,RDO No. 81 - Cebu City North.xlsx [Sheet 6 (DO 054-2023)]
UNKNOWN,UNKNOWN,UNKNOWN,VICINITY,STREET BEING LOCATED.,nan,,UNKNOWN,UNKNOWN,RDO No. 81 - Cebu City North.xlsx [Sheet 6 (DO 054-2023)]
UNKNOWN,UNKNOWN,UNKNOWN,RR                     Residential Regular,GL                         Government Land,nan,,UNKNOWN,UNKNOWN,RDO No. 81 - Cebu City North.xlsx [Sheet 6 (DO 054-2023)]
UNKNOWN,UNKNOWN,UNKNOWN,CR                     Commercial Regular,GP                          General Purposes,nan,,UNKNOWN,UNKNOWN,RDO No. 81 - Cebu City North.xlsx [Sheet 6 (DO 054-2023)]
UNKNOWN,UNKNOWN,UNKNOWN,RC                     Residential Condominium,I                             Industrial,nan,,UNKNOWN,UNKNOWN,RDO No. 81 - Cebu City North.xlsx [Sheet 6 (DO 054-2023)]
UNKNOWN,UNKNOWN,UNKNOWN,CC                     Commercial Condominium,X                           Institutional,nan,,UNKNOWN,UNKNOWN,RDO No. 81 - Cebu City North.xlsx [Sheet 6 (DO 054-2023)]
UNKNOWN,UNKNOWN,UNKNOWN,CL                     Cemetery Lot,APD                      Area for Priority Development,nan,,UNKNOWN,UNKNOWN,RDO No. 81 - Cebu City North.xlsx [Sheet 6 (DO 054-2023)]
UNKNOWN,UNKNOWN,UNKNOWN,A                       Agricultural,PS                        Parking Slot,nan,,UNKNOWN,UNKNOWN,RDO No. 81 - Cebu City North.xlsx [Sheet 6 (DO 054-2023)]
UNKNOWN,UNKNOWN,UNKNOWN,A                       Agricultural,PS                        Parking Slot,nan,,UNKNOWN,UNKNOWN,RDO No. 81 - Cebu City North.xlsx [Sheet 6 (DO 054-2023)]
UNKNOWN,UNKNOWN,UNKNOWN,AGRICULTURAL LANDS,PS                        Parking Slot,nan,,UNKNOWN,UNKNOWN,RDO No. 81 - Cebu City North.xlsx [Sheet 6 (DO 054-2023)]
UNKNOWN,UNKNOWN,UNKNOWN,A1    Riceland Irrigated,A26  Bamboo Land,nan,,UNKNOWN,UNKNOWN,RDO No. 81 - Cebu City North.xlsx [Sheet 6 (DO 054-2023)]
UNKNOWN,UNKNOWN,UNKNOWN,A2    Riceland Unirrigated,A27  Peanut Land,nan,,UNKNOWN,UNKNOWN,RDO No. 81 - Cebu City North.xlsx [Sheet 6 (DO 054-2023)]
UNKNOWN,UNKNOWN,UNKNOWN,A3    Upland,A28  Soy beans Land,nan,,UNKNOWN,UNKNOWN,RDO No. 81 - Cebu City North.xlsx [Sheet 6 (DO 054-2023)]
UNKNOWN,UNKNOWN,UNKNOWN,A4    Coco Land,A29  Grape vineyard,nan,,UNKNOWN,UNKNOWN,RDO No. 81 - Cebu City North.xlsx [Sheet 6 (DO 054-2023)]
UNKNOWN,UNKNOWN,UNKNOWN,A5    Citrus Land,A30  Pepper Land,nan,,UNKNOWN,UNKNOWN,RDO No. 81 - Cebu City North.xlsx [Sheet 6 (DO 054-2023)]
UNKNOWN,UNKNOWN,UNKNOWN,A6    Fishpond,A31  Mineral Land,nan,,UNKNOWN,UNKNOWN,RDO No. 81 - Cebu City North.xlsx [Sheet 6 (DO 054-2023)]
UNKNOWN,UNKNOWN,UNKNOWN,A7    Swamp,A32  Non Metallic mineral Land,nan,,UNKNOWN,UNKNOWN,RDO No. 81 - Cebu City North.xlsx [Sheet 6 (DO 054-2023)]
UNKNOWN,UNKNOWN,UNKNOWN,A8    Nipa Land,A33  Coal Deposit,nan,,UNKNOWN,UNKNOWN,RDO No. 81 - Cebu City North.xlsx [Sheet 6 (DO 054-2023)]
UNKNOWN,UNKNOWN,UNKNOWN,A9    Cotton Land,A34  African Oil Land,nan,,UNKNOWN,UNKNOWN,RDO No. 81 - Cebu City North.xlsx [Sheet 6 (DO 054-2023)]
UNKNOWN,UNKNOWN,UNKNOWN,A10  Cogon,A35  Rubber Land,nan,,UNKNOWN,UNKNOWN,RDO No. 81 - Cebu City North.xlsx [Sheet 6 (DO 054-2023)]
UNKNOWN,UNKNOWN,UNKNOWN,A11  Abaca Land,A36  Forest Land/Timber Land,nan,,UNKNOWN,UNKNOWN,RDO No. 81 - Cebu City North.xlsx [Sheet 6 (DO 054-2023)]
UNKNOWN,UNKNOWN,UNKNOWN,A12  Orchard,A37  Horticultural Land,nan,,UNKNOWN,UNKNOWN,RDO No. 81 - Cebu City North.xlsx [Sheet 6 (DO 054-2023)]
UNKNOWN,UNKNOWN,UNKNOWN,A13  Pineapple Land,A38  Salt Beds,nan,,UNKNOWN,UNKNOWN,RDO No. 81 - Cebu City North.xlsx [Sheet 6 (DO 054-2023)]
UNKNOWN,UNKNOWN,UNKNOWN,A14  Banana Land,A39  Seashore,nan,,UNKNOWN,UNKNOWN,RDO No. 81 - Cebu City North.xlsx [Sheet 6 (DO 054-2023)]
UNKNOWN,UNKNOWN,UNKNOWN,A15  Pasture Land,A40  Resort,nan,,UNKNOWN,UNKNOWN,RDO No. 81 - Cebu City North.xlsx [Sheet 6 (DO 054-2023)]
UNKNOWN,UNKNOWN,UNKNOWN,A16  Corn Land,A41  Sandy/Stony,nan,,UNKNOWN,UNKNOWN,RDO No. 81 - Cebu City North.xlsx [Sheet 6 (DO 054-2023)]
UNKNOWN,UNKNOWN,UNKNOWN,A17  Sugar Land,A42  Prawn pond,nan,,UNKNOWN,UNKNOWN,RDO No. 81 - Cebu City North.xlsx [Sheet 6 (DO 054-2023)]
UNKNOWN,UNKNOWN,UNKNOWN,A18  Tobacco Land,A43  Sorghum,nan,,UNKNOWN,UNKNOWN,RDO No. 81 - Cebu City North.xlsx [Sheet 6 (DO 054-2023)]
UNKNOWN,UNKNOWN,UNKNOWN,A19  Cacao,A44  Ipil-ipil,nan,,UNKNOWN,UNKNOWN,RDO No. 81 - Cebu City North.xlsx [Sheet 6 (DO 054-2023)]
UNKNOWN,UNKNOWN,UNKNOWN,A20  Lanzones,A45  Kangkong,nan,,UNKNOWN,UNKNOWN,RDO No. 81 - Cebu City North.xlsx [Sheet 6 (DO 054-2023)]
UNKNOWN,UNKNOWN,UNKNOWN,A21  Durian,A46  Zarate,nan,,UNKNOWN,UNKNOWN,RDO No. 81 - Cebu City North.xlsx [Sheet 6 (DO 054-2023)]
UNKNOWN,UNKNOWN,UNKNOWN,A22  Rambutan,A47  Vegetable Land,nan,,UNKNOWN,UNKNOWN,RDO No. 81 - Cebu City North.xlsx [Sheet 6 (DO 054-2023)]
UNKNOWN,UNKNOWN,UNKNOWN,A23  Mango,A48  Coffee,nan,,UNKNOWN,UNKNOWN,RDO No. 81 - Cebu City North.xlsx [Sheet 6 (DO 054-2023)]
UNKNOWN,UNKNOWN,UNKNOWN,A24  Mangrove,A49  Mountainous / Hilly Areas,nan,,UNKNOWN,UNKNOWN,RDO No. 81 - Cebu City North.xlsx [Sheet 6 (DO 054-2023)]
UNKNOWN,UNKNOWN,UNKNOWN,A25  Camote/Cassava,A50  Other Agricultural Lands,nan,,UNKNOWN,UNKNOWN,RDO No. 81 - Cebu City North.xlsx [Sheet 6 (DO 054-2023)]
UNKNOWN,UNKNOWN,UNKNOWN,A25  Camote/Cassava,A50  Other Agricultural Lands,nan,,UNKNOWN,UNKNOWN,RDO No. 81 - Cebu City North.xlsx [Sheet 6 (DO 054-2023)]
UNKNOWN,UNKNOWN,UNKNOWN,REVENUE REGION NO. 13 - CEBU CITY,A50  Other Agricultural Lands,nan,,UNKNOWN,UNKNOWN,RDO No. 81 - Cebu City North.xlsx [Sheet 6 (DO 054-2023)]
UNKNOWN,UNKNOWN,UNKNOWN,REVENUE DISTRICT OFFICE NO. 81 - CEBU CITY NORTH,A50  Other Agricultural Lands,nan,,UNKNOWN,UNKNOWN,RDO No. 81 - Cebu City North.xlsx [Sheet 6 (DO 054-2023)]
UNKNOWN,UNKNOWN,UNKNOWN,REVENUE DISTRICT OFFICE NO. 81 - CEBU CITY NORTH,A50  Other Agricultural Lands,nan,,UNKNOWN,UNKNOWN,RDO No. 81 - Cebu City North.xlsx [Sheet 6 (DO 054-2023)]
UNKNOWN,UNKNOWN,UNKNOWN,REVENUE DISTRICT OFFICE NO. 81 - CEBU CITY NORTH,A50  Other Agricultural Lands,nan,,UNKNOWN,UNKNOWN,RDO No. 81 - Cebu City North.xlsx [Sheet 6 (DO 054-2023)]
,UNKNOWN,UNKNOWN,Province,:,CEBU,,UNKNOWN,UNKNOWN,RDO No. 81 - Cebu City North.xlsx [Sheet 6 (DO 054-2023)]
,,UNKNOWN,City/Municipality,:,CEBU CITY,,UNKNOWN,UNKNOWN,RDO No. 81 - Cebu City North.xlsx [Sheet 6 (DO 054-2023)]
,,UNKNOWN,Barangay,:,ADLAWON,,054-2023,UNKNOWN,RDO No. 81 - Cebu City North.xlsx [Sheet 6 (DO 054-2023)]
,,UNKNOWN,Barangay,:,nan,,054-2023,2023-10-06 00,RDO No. 81 - Cebu City North.xlsx [Sheet 6 (DO 054-2023)]
,,UNKNOWN,STREETS,:,nan,,054-2023,2023-10-06 00,RDO No. 81 - Cebu City North.xlsx [Sheet 6 (DO 054-2023)]
,,UNKNOWN,ALL AREAS,:,nan,,054-2023,2023-10-06 00,RDO No. 81 - Cebu City North.xlsx [Sheet 6 (DO 054-2023)]
,,UNKNOWN,ALL AREAS,:,nan,,054-2023,2023-10-06 00,RDO No. 81 - Cebu City North.xlsx [Sheet 6 (DO 054-2023)]
,,UNKNOWN,* New,:,nan,,054-2023,2023-10-06 00,RDO No. 81 - Cebu City North.xlsx [Sheet 6 (DO 054-2023)]
,,UNKNOWN,* New,:,nan,,054-2023,2023-10-06 00,RDO No. 81 - Cebu City North.xlsx [Sheet 6 (DO 054-2023)]
,,UNKNOWN,* New,:,nan,,054-2023,2023-10-06 00,RDO No. 81 - Cebu City North.xlsx [Sheet 6 (DO 054-2023)]
,,UNKNOWN,Province,:,CEBU,,054-2023,2023-10-06 00,RDO No. 81 - Cebu City North.xlsx [Sheet 6 (DO 054-2023)]
,,UNKNOWN,City/Municipality,:,CEBU CITY,,054-2023,2023-10-06 00,RDO No. 81 - Cebu City North.xlsx [Sheet 6 (DO 054-2023)]
,,UNKNOWN,Barangay,:,AGSUNGOT,,054-2023,2023-10-06 00,RDO No. 81 - Cebu City North.xlsx [Sheet 6 (DO 054-2023)]
,,UNKNOWN,Barangay,:,nan,,054-2023,2023-10-06 00,RDO No. 81 - Cebu City North.xlsx [Sheet 6 (DO 054-2023)]
,,UNKNOWN,STREETS,:,nan,,054-2023,2023-10-06 00,RDO No. 81 - Cebu City North.xlsx [Sheet 6 (DO 054-2023)]
,,UNKNOWN,ALL AREAS,:,nan,,054-2023,2023-10-06 00,RDO No. 81 - Cebu City North.xlsx [Sheet 6 (DO 054-2023)]
,,UNKNOWN,,:,nan,,054-2023,2023-10-06 00,RDO No. 81 - Cebu City North.xlsx [Sheet 6 (DO 054-2023)]
,,UNKNOWN,,:,nan,,054-2023,2023-10-06 00,RDO No. 81 - Cebu City North.xlsx [Sheet 6 (DO 054-2023)]
,,UNKNOWN,* New,:,nan,,054-2023,2023-10-06 00,RDO No. 81 - Cebu City North.xlsx [Sheet 6 (DO 054-2023)]
,,UNKNOWN,* New,:,nan,,054-2023,2023-10-06 00,RDO No. 81 - Cebu City North.xlsx [Sheet 6 (DO 054-2023)]
,,UNKNOWN,* New,:,nan,,054-2023,2023-10-06 00,RDO No. 81 - Cebu City North.xlsx [Sheet 6 (DO 054-2023)]
,,UNKNOWN,Province,:,CEBU,,054-2023,2023-10-06 00,RDO No. 81 - Cebu City North.xlsx [Sheet 6 (DO 054-2023)]
,,UNKNOWN,City/Municipality,:,CEBU CITY,,054-2023,2023-10-06 00,RDO No. 81 - Cebu City North.xlsx [Sheet 6 (DO 054-2023)]
,,UNKNOWN,Barangay,:,APAS,,054-2023,2023-10-06 00,RDO No. 81 - Cebu City North.xlsx [Sheet 6 (DO 054-2023)]
,,UNKNOWN,Barangay,:,nan,,054-2023,2023-10-06 00,RDO No. 81 - Cebu City North.xlsx [Sheet 6 (DO 054-2023)]
,,UNKNOWN,STREETS,:,nan,,054-2023,2023-10-06 00,RDO No. 81 - Cebu City North.xlsx [Sheet 6 (DO 054-2023)]
,,UNKNOWN,FIRST LAPU-LAPU ST,:,nan,,054-2023,2023-10-06 00,RDO No. 81 - Cebu City North.xlsx [Sheet 6 (DO 054-2023)]
,,UNKNOWN,GOV. CUENCO AVE,:,nan,,054-2023,2023-10-06 00,RDO No. 81 - Cebu City North.xlsx [Sheet 6 (DO 054-2023)]
