source,property_name,address,city,property_type,lot_area_sqm,floor_area_sqm,bedrooms,bathrooms,price_php,listing_url,market_segment
carousell,Steps from the Beach: 5BR Single-Detached House and Lot For Sale in Corona del Mar Talisay Cebu,"POWDER BLUE HOUSE In Corona del Mar Pooc Talisay City, Cebu Corona Del Mar is a residential seaside community and house-and-lot subdivision developed by Filinvest Land (through Aspire by Filinvest) located in Barangay Pooc, Talisay City, Cebu, Philippines — about 15 minutes south of Cebu City via the Cebu South Coastal Road (SRP). CLOSER ESTABLISHMENTS 10 min to Ill Corso Lifemalls 12 min to Sm Seaside 10 min to Nustar Hotel and Casino 10 min Pedro Calungsod Church 6 min to Schools 6 min to Hospitals About 13-15mins to CCLEX BUYER’S BONUS: 2- Double door refrigerator 5- Burner gas stove with oven Range Hood Ventilation Water Heater in each bathroom 2- STOREY SINGLE DETACHED HOUSE HOUSE DETAILS: Preselling Phase 2 Blk 1 Lot 7 Lot Area: 167 sqm. Floor Area: 212 sqm. 5- bedrooms 3- Toilet and Bath ===== SECOND FLOOR: Master’s Bedroom with own toilet and bath Master’s Bedroom with walk in closet and balcony Bedroom 3 & 4 1- Common Toilet and Bath with water heater balcony and fire exit ===== GROUND FLOOR: Bedroom 1 & 2 Living Area and Kitchen Area Dining Area with Breakfast nook Auxiliary Kitchen with Granite Countertop Dirty Kitchen Common Toilet and Bath with water heater 2- car garage Porch Laundry Area ===== Price: 16,800,000.00 ===== 25% Down payment/Equity: 4,150,000.00 Security Deposit: 200,000.00 Net Down payment/Equity: 3,950,000.00 ===== Monthly Down payment/Equity: 493,750.00 in 8 months ===== 75% Remaining Balance thru Bank Financing OR Cash Loanable Amount: 14,450,000.00 Prices includes the Capital Gains Tax and Documentary Stamp Tax only ===== NOTE: Buyers Pays All Other Fees. Good Only For 30 Days & Not Refundable. Please feel free to reach out if you have any questions or need further assistance. JEAN AMANCIA CONTACT no. +63 9171290370 Real Estate Broker and Appraiser PRC lic. # 0036428",Cebu City,Single Detached,167.0,212.0,5.0,3.0,16800000.0,https://www.carousell.ph/p/steps-from-the-beach-5br-single-detached-house-and-lot-for-sale-in-corona-del-mar-talisay-cebu-1424347904/?amp%3Bt-referrer_request_id=bB1s8SP6pTvw5eHk&amp%3Bt-tap_index=18,open_market
carousell,Modern and Elegant Residence with Stunning Mountain Scenery,"Banawa, Cebu City Bedroom: 4 Bathroom: 4 Floor Area: 350 SqM Lot Area: 100 SqM Car Garage: 2 Cars Furnishing: Unfurnished Location & nearby places Guadalupe, Cebu City, Cebu, Regio",Cebu City,Townhouse,100.0,350.0,4.0,4.0,17500000.0,https://www.carousell.ph/p/modern-and-elegant-residence-with-stunning-mountain-scenery-1424178611/?amp%3Bt-referrer_request_id=bB1s8SP6pTvw5eHk&amp%3Bt-tap_index=20,open_market
carousell,"Beachside 5-Bedroom Single-Detached House and Lot For Sale in Corona del Mar, Cebu","GREEN JADE HOUSE In Corona del Mar Pooc Talisay City, Cebu Corona Del Mar is a residential seaside community and house-and-lot subdivision developed by Filinvest Land (through Aspire by Filinvest) located in Barangay Pooc, Talisay City, Cebu, Philippines — about 15 minutes south of Cebu City via the Cebu South Coastal Road (SRP). CLOSER ESTABLISHMENTS 10 min to Ill Corso Lifemalls 12 min to Sm Seaside 10 min to Nustar Hotel and Casino 10 min Pedro Calungsod Church 6 min to Schools 6 min to Hospitals About 13-15mins to CCLEX BUYER’S BONUS: 2- Double door refrigerator 5- Burner gas stove with oven Range Hood Ventilation Water Heater in each bathroom 2- STOREY SINGLE DETACHED HOUSE HOUSE DETAILS: Preselling Phase 2 Blk 1 Lot 9, Abra Street, Lot Area: 145 sqm. Floor Area: 208 sqm. 5- bedrooms 3- Toilet and Bath ===== SECOND FLOOR: Master’s Bedroom with own toilet and bath Master’s Bedroom with walk in closet and balcony Bedroom 3 & 4 Common Toilet and Bath with water heater balcony and fire exit ===== GROUND FLOOR: Bedroom 1 & 2 Living Area and Kitchen Area Dining Area with Breakfast nook Auxiliary Kitchen with Granite Countertop Dirty Kitchen Common Toilet and Bath with water heater 2- car garage ===== Price: 15,000,000.00 ===== 30% Down payment/Equity: 4,500,000.00 Security Deposit: 200,000.00 Net Down payment/Equity: 4,300,000.00 ===== Monthly Down payment/Equity: 537,500.00 in 8 months ===== 70% Remaining Balance thru Bank Financing OR Cash Loanable Amount: 10,500,000.00 Prices includes the Capital Gains Tax and Documentary Stamp Tax only ===== NOTE: Buyers Pays All Other Fees. Good Only For 30 Days & Not Refundable. Please feel free to reach out if you have any questions or need further assistance. JEAN AMANCIA CONTACT no. +63 9171290370 Real Estate Broker and Appraiser PRC lic. # 0036428",Cebu City,Single Detached,145.0,208.0,5.0,3.0,15000000.0,https://www.carousell.ph/p/beachside-5-bedroom-single-detached-house-and-lot-for-sale-in-corona-del-mar-cebu-1424346877/?amp%3Bt-referrer_request_id=bB1s8SP6pTvw5eHk&amp%3Bt-tap_index=21,open_market
carousell,"4BR Modern Home For Sale in Banawa, Cebu City | Prime Hillside Living","Arcenas Highlands Residences, Banawa, Cebu City Lot Area: 225 sqm (≈ 2,422 sq ft) Floor Area: 202 sqm (≈ 2,174 sq ft) Bedrooms: 3 Bedrooms + Maid’s Room (all with en-suite bathroom",Cebu City,House and Lot,225.0,202.0,3.0,4.0,46498185.0,https://www.carousell.ph/p/4br-modern-home-for-sale-in-banawa-cebu-city-prime-hillside-living-1435211110/?amp%3Bt-referrer_request_id=bB1s8SP6pTvw5eHk&amp%3Bt-tap_index=24,open_market
carousell,3- bedroom single attached house and lot For Sale in Breeza Scapes Lapulapu City Cebu,"BREEZA SCAPES MACTAN PHASE 2 Part of the series of Breeza communities in Mactan, Breeza Scapes is one of the second projects under this umbrella. Upholding its brand of offering a low-density community, the residential community is on a 1.05 hectare – the most exclusive Breeza project to-date LOCATION AND ACCESSIBILITY: Market: 5 mins drive School: 3 mins walk Airport: 13 mins drive Highway: 2 mins drive Hospital: 3 mins drive ATM Machine: 5 mins drive Bank: 5 mins drive Barangay Hall: 5 mins drive Mall: 5 mins drive SINGLE ATTACHED C HOUSE DETAILS: Preselling 2-Storey Single Attached Lot Area: 84 sqm. Floor Area: 104.31 sqm. 3- Bedrooms 2- Toilet & Bath ===== SECOND FLOOR: Master Bedroom with Toilet & Bath Master Bedroom with Balcony Bedroom 2 & 3 Common Toilet & Bath ===== GROUND FLOOR: Living, Dining, and Kitchen Powder Room Service Area Porch Service Area Parking ===== Price: 9,563,900.00 ===== 10% Equity/Down payment: 956,390.00 Less, Reservation Fee: 50,000.00 Net Equity/Down payment: 906,390.00 ===== Monthly Equity/Down payment: 18,883.00 in 48 months ===== 90% Remaining Balance thru Bank Financing Loanable Amount: 8,607,510.00 Prices includes transfer and Miscellaneous Fee Please feel free to reach out if you have any questions or need further assistance. JEAN AMANCIA CONTACT no. +63 9171290370 Real Estate Broker and Appraiser PRC lic. # 0036428",Lapu-Lapu City,Townhouse,84.0,104.31,3.0,2.0,9563900.0,https://www.carousell.ph/p/3-bedroom-single-attached-house-and-lot-for-sale-in-breeza-scapes-lapulapu-city-cebu-1434260332/?amp%3Bt-referrer_request_id=bB1s8SP6pTvw5eHk&amp%3Bt-tap_index=26,open_market
carousell,Luxurious Modern House with Ocean View in Alta Vista Residences,"Alta Vista Residential Estates, Golf and Country Club, Pardo, Cebu City Bedroom: 6 Bathroom: 6 Floor Area: 700 SqM Lot Area: 523 SqM Floors: 2 Car Parking: 2 Cars Furnishing: Furni",Cebu City,House and Lot,523.0,700.0,6.0,6.0,60000000.0,https://www.carousell.ph/p/luxurious-modern-house-with-ocean-view-in-alta-vista-residences-1435169384/?amp%3Bt-referrer_request_id=bB1s8SP6pTvw5eHk&amp%3Bt-tap_index=29,open_market
carousell,"12BR Mansion for Sale in Maria Luisa Estate Park, Banilad Cebu | 4-Storey | Prime Estate Investment","🏡 Ultra-Luxury 12BR Mansion for Sale in Maria Luisa Estate Park, Banilad Cebu | 4-Storey | Prime Estate Investment Own a landmark residence in Maria Luisa Estate Park—Cebu’s most prestigious gated community. This grand 4-storey estate offers expansive living spaces, resort-style amenities, and unmatched exclusivity, ideal for multi-generational living or a high-value investment. 💎 Property Details Price: ₱200,000,000 (≈ $3,500,000 USD*) Lot Area: 1,018 sqm (≈ 10,958 sq ft) Floor Area: 2,480 sqm (≈ 26,686 sq ft) 12 Bedrooms (all with en-suite T&B, closets & balconies) 12 Full Bathrooms + Powder Room 7–8 Car Garage Capacity ✨ Estate Features & Highlights Expansive 4-storey layout with multiple living, dining, and kitchen areas Grand foyer entrance with elegant flow throughout Designed for large families, executive housing, or private luxury use Multiple balconies with open views and natural ventilation High-end construction with premium finishes 🌴 Resort-Style Amenities Private swimming pool Landscaped gardens and outdoor entertaining areas Lanai for gatherings and events 🛠 Functional & Complete Facilities Dedicated maid’s quarters with T&B Separate driver’s quarters with T&B Spacious garage for 7–8 vehicles Fully equipped for large-scale, comfortable living 📍 Prime Location – Banilad, Cebu City 10–15 minutes to Cebu IT Park & Cebu Business Park Near Ayala Center Cebu, top schools, hospitals, and dining hubs Elevated, secure, and low-density environment 🌿 Exclusive Community Benefits 24/7 gated security with controlled access Landscaped parks, playgrounds, and open spaces Clubhouse and recreational facilities Home to Cebu’s elite residents and expat community 💼 Why Invest in This Cebu Luxury Estate One of the largest residential properties available in Maria Luisa Ideal for luxury residence, corporate housing, or premium rental Strong capital appreciation in a prime Cebu location Extremely limited supply of large-scale luxury estates 🌟 Ideal For Ultra-high-net-worth families Corporate executives and expats Investors seeking trophy properties Buyers looking for long-term value and prestige 📞 Inquire Now / Private Viewing Serious inquiries only. Schedule a private viewing today. PH Pro Realty 🌐 www.phprorealty.com 📱🟢💬 +63 992-524-9969 ⚠️ Disclaimer Prices, availability, and details are subject to change without prior notice. Measurements are approximate and should be independently verified. USD conversion is estimated and may vary based on exchange rates. Maria Luisa mansion for sale Cebu, luxury house Banilad Cebu, 12 bedroom house Cebu Philippines, estate home Cebu City, mansion with pool Cebu, luxury real estate Cebu Philippines",Cebu City,House and Lot,1018.0,2480.0,12.0,,200000000.0,https://www.carousell.ph/p/12br-mansion-for-sale-in-maria-luisa-estate-park-banilad-cebu-4-storey-prime-estate-investment-1433919547/?amp%3Bt-referrer_request_id=bB1s8SP6pTvw5eHk&amp%3Bt-tap_index=30,open_market
carousell,"House & Lot with Private Pool for Sale in Vista Grande, Talisay City, Cebu","Vista Grande, Talisay City, Cebu Lot Area: 407 sqm (≈ 4,380 sq ft) Floor Area: 769 sqm (≈ 8,276 sq ft) Bedrooms: 5 (all with ensuite T&B) Parking: 5–6 Car Garage Price: ₱49,800,000",Talisay City,House and Lot,407.0,769.0,5.0,5.0,49800000.0,https://www.carousell.ph/p/house-lot-with-private-pool-for-sale-in-vista-grande-talisay-city-cebu-1435033210/?amp%3Bt-referrer_request_id=bB1s8SP6pTvw5eHk&amp%3Bt-tap_index=31,open_market
carousell,Spacious Luxury Home with Open Living Spaces in Maria Luisa Estate Park,"Banilad, Maria Luisa Park Bedrooms: 5 Bathrooms: 5 Floor Area: 900 SqM Lot Area: 1,003 SqM Floors: 4 Garage: 4 Cars Furnishing: Furnished Location & nearby places Banilad, Cebu Cit",Cebu City,House and Lot,1003.0,900.0,5.0,5.0,150000000.0,https://www.carousell.ph/p/spacious-luxury-home-with-open-living-spaces-in-maria-luisa-estate-park-1435001128/?amp%3Bt-referrer_request_id=bB1s8SP6pTvw5eHk&amp%3Bt-tap_index=32,open_market
carousell,"Overlooking House with Private Pool for Sale in Vista Grande, Talisay City, Cebu","Vista Grande Subdivision, Talisay City, Cebu Lot Area: 320 sqm (≈ 3,444 sq ft) Floor Area: 280 sqm (≈ 3,014 sq ft) Bedrooms: 4 Bathrooms: 4 Parking: 2-Car Garage Swimming Pool: Pri",Cebu City,House and Lot,320.0,280.0,4.0,4.0,30000000.0,https://www.carousell.ph/p/overlooking-house-with-private-pool-for-sale-in-vista-grande-talisay-city-cebu-1435032683/?amp%3Bt-referrer_request_id=bB1s8SP6pTvw5eHk&amp%3Bt-tap_index=34,open_market
carousell,5 Bedrooms House for Sale in Minglanilla,"Minglanilla, Cebu Bedroom: 5 Bathroom: 5 Floor Area: 300 SqM Lot Area: 326 SqM Car Garage: 2 Cars Furnishing: Furnished Location & nearby places Calajo-an, Cebu, Region VII - Centr",Minglanilla,House and Lot,326.0,300.0,5.0,5.0,14000000.0,https://www.carousell.ph/p/5-bedrooms-house-for-sale-in-minglanilla-1434807276/?amp%3Bt-referrer_request_id=bB1s8SP6pTvw5eHk&amp%3Bt-tap_index=36,open_market
carousell,"House for Sale in Consolacion, Cebu | 4BR + Guest Room | Royale Cebu Estate","Royale Cebu Estate, Consolacion, Cebu, Philippines Property Type: House and Lot Cebu for Sale Price: ₱28,000,000 ≈ USD $495,000 (approx., FX-dependent) Lot Area: 331 sqm (≈ 3,562 s",Cebu City,House and Lot,331.0,354.0,4.0,4.0,28000000.0,https://www.carousell.ph/p/house-for-sale-in-consolacion-cebu-4br-guest-room-royale-cebu-estate-1435023356/?amp%3Bt-referrer_request_id=bB1s8SP6pTvw5eHk&amp%3Bt-tap_index=39,open_market
carousell,Ready For Occupancy 4-bedroom single detached house and lot For Sale in Lapu0lapu City Cebu,"PACIFIC GRAND VILLAS An exclusive subdivision in Mactan, Cebu having its perfect place to live with your family. In a matter of fact, a high expectation of life prosperity just within your reach at Pacific Grand Villa. It is blending of superfluity and affordability to give the happy and bountiful life you truly deserve. AMENITIES: Fountain Gazebos Landscaped gardens in all open areas Landscaping in all open spaces Mani Avenue/The Promenade prelude to the Clubhouse Landscaped Grand Rotunda Landscaped Grand Multifunction Clubhouse Multi-purpose court Manicured lawns and promenade Parks and Playgrounds. PATRICIA HOUSE DETAILS: Ready For Occupancy/ 1-unit left 2 – Storey, Single Detached Floor Area: 125 sqm. Lot Area: 320 sqm. 4- Bedrooms 3 -Toilet and Bath ===== SECOND FLOOR: Master’s Bedroom with own Toilet and Bath Master’s Bedroom with balcony Bedroom 2 & 3 Family Area Common Toilet and Bath ===== GROUND FLOOR: Porch Living, Dining, and Kitchen Area Lanai Maid’s Room Common Toilet and Bath Service Area 2- Carports Ready Provisions for Water & Electric ===== Price: 12,916,400.00 ===== 30% Down payment: 3,874,920.00 Less, Reservation Fee: 20,000.00 NET Down payment: 3,854,920.00 ===== Monthly Down payment: 321,243.00 in 12 months ===== 70% Balance thru Bank and Pag-ibig Financing Loanable Amount: 9,041,480.00 Prices does not include transfer charges Please feel free to reach out if you have any questions or need further assistance. JEAN AMANCIA CONTACT no. +63 9171290370 Real Estate Broker and Appraiser PRC lic. # 0036428",Lapu-Lapu City,Single Detached,320.0,125.0,4.0,3.0,12916400.0,https://www.carousell.ph/p/ready-for-occupancy-4-bedroom-single-detached-house-and-lot-for-sale-in-lapu0lapu-city-cebu-1434668240/?amp%3Bt-referrer_request_id=bB1s8SP6pTvw5eHk&amp%3Bt-tap_index=40,open_market
